FIGHTER,SIG_STR_ratio,SIG_STR_pct,TOTAL_STR_ratio,TD_ratio,TD_pct,SUB.ATT,REV.,CTRL_seconds,HEAD_ratio,BODY_ratio,LEG_ratio,DISTANCE_ratio,CLINCH_ratio,GROUND_ratio
Alex Garcia,0.3225550994919798,0.31920000000000004,0.43052223450507965,0.45,0.44920000000000004,1.0,1.0,1955,0.29372616385351386,0.36,0.24,0.2600103400073078,0.3188095238095238,0.2643956043956044
Alex Gorgees,0.3666666666666667,0.3633333333333333,0.5190058479532164,0.0,0.0,0.0,0.0,0,0.31666666666666665,0.6666666666666666,0.4444444444444444,0.22136752136752136,0.6666666666666666,0.0
Alex Hunter,0.5972222222222223,0.595,0.6750700280112045,0.6,0.6,0.0,1.0,0,0.5166666666666666,0.8333333333333333,1.0,0.8333333333333333,0.3,0.5277777777777778
Alex Karalexis,0.3148389394357136,0.3116666666666667,0.430349290539009,0.041666666666666664,0.041666666666666664,3.0,0.0,262,0.29326385208738154,0.3611111111111111,0.3333333333333333,0.1393097643097643,0.30085470085470084,0.375
Alex Morono,0.3904505782308099,0.3860377358490566,0.43185441228948207,0.07547169811320754,0.07547169811320754,6.0,1.0,939,0.34805882306514196,0.6181491464510331,0.518570737438662,0.37574039906899553,0.29042589547583997,0.17163015181883107
Alex Nicholson,0.4168436778313661,0.41285714285714287,0.456188741369978,0.0,0.0,1.0,0.0,1,0.2933278093884258,0.576530612244898,0.6318027210884354,0.41356688424357596,0.21428571428571427,0.14285714285714285
Alex Oliveira,0.4830987590726499,0.48,0.5537128493183749,0.24387755102040815,0.24306122448979592,8.0,1.0,4165,0.36650854497554963,0.5976713196100951,0.6606899902818271,0.38525797150016344,0.44380965914217146,0.2930994823779524
Alex Pereira,0.6380628284845808,0.6333333333333334,0.6961751437370625,0.047619047619047616,0.047619047619047616,2.0,0.0,139,0.4793580645692868,0.691513777228063,0.68092362941987,0.6004323127020913,0.6534680538882219,0.23696145124716553
Alex Perez,0.4608316218299931,0.4552380952380953,0.5468470794408988,0.373015873015873,0.3728571428571429,4.0,0.0,1520,0.353161251318842,0.5054894179894179,0.7459467120181407,0.38495277543696654,0.30202061667578906,0.4141093474426808
Alex Reyes,0.4149797570850202,0.41000000000000003,0.42307692307692313,0.0,0.0,0.0,0.0,19,0.20476190476190476,0.65,1.0,0.3375,0.6666666666666666,0.0
Alex Ricci,0.424131773092954,0.4175,0.6194895462495886,0.0,0.0,0.0,0.0,88,0.28898269751928285,0.44166666666666665,0.7708333333333333,0.38174620874219445,0.47916666666666663,0.0
Alex Schoenauer,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.25,0.0,0.0
Alex Soto,0.3762359769079594,0.3725,0.3873987676056338,0.20833333333333331,0.20750000000000002,0.0,0.0,55,0.28505608974358976,0.5595238095238095,0.6875,0.3651450163398693,0.3333333333333333,0.5
Alex Stiebling,0.55,0.55,0.86875,0.0,0.0,1.0,0.0,0,0.3,0.25,0.0,0.0,0.25,0.5
Alex Torres,0.34919380136771444,0.3433333333333333,0.3688888888888889,0.3888888888888889,0.38666666666666666,0.0,0.0,195,0.28378378378378377,0.7222222222222222,0.48148148148148145,0.33352007469654527,0.40170940170940167,0.0
Alex White,0.41358420443948085,0.40880000000000005,0.48386203380222503,0.1733333333333333,0.1732,4.0,2.0,527,0.32504084505260417,0.6686970806970807,0.46555555555555556,0.33965187889939075,0.5363135224027719,0.23004329004329005
