FIGHTER,SIG_STR_ratio,SIG_STR_pct,TOTAL_STR_ratio,TD_ratio,TD_pct,SUB.ATT,REV.,CTRL_seconds,HEAD_ratio,BODY_ratio,LEG_ratio,DISTANCE_ratio,CLINCH_ratio,GROUND_ratio
Dennis Buzukja,0.3995058512465475,0.39285714285714285,0.406641960792137,0.0,0.0,0.0,1.0,156,0.2613184409696439,0.7474406429238362,0.7738095238095237,0.41442743764172335,0.3163265306122449,0.10714285714285714
Dennis Hallman,0.3867937387327969,0.38421052631578945,0.6081911810500985,0.24122807017543857,0.2405263157894737,12.0,2.0,1847,0.2448571665330668,0.46315789473684216,0.37719298245614036,0.20139569939341107,0.2629265471370735,0.30069168018084425
Dennis Siver,0.3367416494381769,0.332,0.4510995018090989,0.24,0.24,5.0,5.0,2290,0.23606915405849818,0.5450932400932401,0.6651864246864246,0.31892919352961085,0.1907777777777778,0.20820327609701422
Denys Bondar,0.5676212620947643,0.5633333333333334,0.5598630570942399,0.5833333333333334,0.5833333333333334,0.0,1.0,238,0.43112638586576035,0.5794733044733045,0.9444444444444443,0.5534931077694235,0.4930555555555555,0.2916666666666667
Dequan Townsend,0.31992206678727053,0.3145454545454545,0.5024898336355511,0.0,0.0,0.0,0.0,24,0.20876560972254754,0.5921717171717172,0.3333333333333333,0.23552558552558553,0.5064935064935064,0.09090909090909091
Derek Brunson,0.4623976115774125,0.4583720930232558,0.5800072834748305,0.3179586563307494,0.31674418604651167,7.0,1.0,4171,0.41851830219254627,0.4901590657404611,0.5684184033021242,0.38476088453737045,0.45696023397330066,0.4030390584461531
Derek Downey,1.0,1.0,1.0,0.1,0.1,0.0,0.0,62,0.0,1.0,0.0,0.0,1.0,0.0
Deron Winn,0.4898789355850019,0.4857142857142857,0.537555980721761,0.32142857142857145,0.32,0.0,1.0,1140,0.4185166072006937,0.7166208791208791,0.7142857142857143,0.4554066943814147,0.5588768115942029,0.21428571428571427
Derrick Krantz,0.3742923742923743,0.37,0.4811594202898551,0.375,0.375,1.0,1.0,434,0.3065632284382284,0.8125,0.5,0.3467436974789916,0.0625,0.41666666666666663
Derrick Lewis,0.5002337147476835,0.4963076923076923,0.5156335270715182,0.11025641025641025,0.11015384615384616,0.0,4.0,1833,0.43099311420733083,0.6053296703296702,0.2987179487179487,0.3735937097655102,0.37921689646386003,0.2882087239002133
Derrick Noble,0.4,0.4,0.49056603773584906,0.0,0.0,0.0,0.0,39,0.29411764705882354,0.6666666666666666,0.8,0.25925925925925924,0.6111111111111112,0.0
Desmond Green,0.46835148183863456,0.46421052631578946,0.49027913851098814,0.2807017543859649,0.2805263157894737,0.0,0.0,347,0.35271213242217286,0.5972507025138604,0.631140350877193,0.4310894492622901,0.4936572199730095,0.1393483709273183
Devin Clark,0.5302877716359231,0.5261904761904762,0.6731992005801521,0.32222222222222224,0.32166666666666666,1.0,1.0,3581,0.41614707698468195,0.6620482483264438,0.6796012849584278,0.43025742782424314,0.5683720391740442,0.37405431869717587
Devin Powell,0.41901590325738935,0.41500000000000004,0.5180332566826568,0.0,0.0,2.0,1.0,147,0.23435515507883928,0.6628011204481793,0.7571568627450981,0.37063749363938053,0.38030303030303025,0.4333333333333333
Devonte Smith,0.5375766372808617,0.533,0.5826019446851514,0.1,0.1,1.0,0.0,207,0.40807371394899106,0.7316666666666667,0.7209090909090909,0.480009007085134,0.44265873015873014,0.21333333333333332
Dhiego Lima,0.43762659293829426,0.43478260869565216,0.48366391627231037,0.13405797101449274,0.13347826086956524,4.0,0.0,843,0.3439862714718438,0.47881297446514837,0.5618357487922705,0.36219438611847427,0.2289855072463768,0.22714836922911455
Diana Belbita,0.45261190111192035,0.4488235294117647,0.48854517467980285,0.23529411764705882,0.23529411764705882,0.0,1.0,407,0.3437520710808994,0.7290299239900564,0.8239920210508446,0.40888614329117523,0.7055781588653561,0.23529411764705882
Diego Brandao,0.4802073063915262,0.47777777777777775,0.5765759523221197,0.4444444444444444,0.4438888888888889,3.0,0.0,1183,0.42018807637787686,0.7171296296296297,0.4,0.40190505460348736,0.41327160493827164,0.5552138447971781
Diego Ferreira,0.41445301091444386,0.41,0.44917137876586616,0.15858585858585858,0.1584848484848485,6.0,5.0,1143,0.36955041087674023,0.5004322994296256,0.5242424242424243,0.3591164308560662,0.40295815295815296,0.38536009445100355
Diego Lopes,0.5288960650958288,0.5244444444444444,0.5576948960720891,0.037037037037037035,0.03666666666666667,8.0,1.0,323,0.5011233189595763,0.5537037037037037,0.4833333333333333,0.47170396390345243,0.446031746031746,0.37936507936507935
Diego Nunes,0.46135090368069903,0.4577777777777778,0.4726070213015089,0.2222222222222222,0.2222222222222222,0.0,0.0,674,0.3092180552715812,0.6521765271765272,0.705407539179469,0.43137366697105567,0.7005827505827505,0.1865079365079365
Diego Rivas,0.44369961824984316,0.44181818181818183,0.5494383614681021,0.45454545454545453,0.45454545454545453,3.0,4.0,623,0.34570490115944663,0.3,0.5719696969696969,0.2867044571590026,0.325068870523416,0.4805194805194805
Diego Sanchez,0.3881925541425292,0.3846428571428572,0.434639739732494,0.24427437641723357,0.24404761904761904,18.0,3.0,5963,0.3080350413302879,0.5341738618524333,0.41933106575963713,0.27369193065416253,0.3040177415177415,0.28660836949494517
Diego Saraiva,0.39322278143416356,0.3877777777777778,0.6524614292059713,0.18518518518518517,0.18444444444444447,2.0,1.0,478,0.3555166055166055,0.5,0.37037037037037035,0.34711248078827983,0.06913580246913581,0.26944444444444443
Dieusel Berto,0.6,0.6,0.8181818181818182,0.0,0.0,0.0,0.0,0,0.6,0.0,0.0,0.0,0.75,0.0
Dileno Lopes,0.33592395724720076,0.33166666666666667,0.4420328598599499,0.46428571428571425,0.4633333333333334,3.0,0.0,473,0.2962058371735791,0.33867521367521364,0.18333333333333335,0.2798247402652437,0.5087301587301587,0.27777777777777773
Din Thomas,0.3722328637931092,0.3685714285714286,0.5683273075911491,0.3253968253968254,0.3252380952380952,8.0,0.0,1348,0.34401353167343907,0.35119047619047616,0.38095238095238093,0.3142933818927274,0.5182965182965182,0.2510204081632653
Dione Barbosa,0.4826145998940117,0.47833333333333333,0.6251510787597395,0.3055555555555555,0.305,2.0,1.0,280,0.4443355539846768,0.4444444444444444,0.4583333333333333,0.44427401302401304,0.6666666666666666,0.16666666666666666
Dmitri Stepanov,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0
Dmitrii Smoliakov,0.3988095238095238,0.395,0.6041666666666666,0.0,0.0,0.0,0.0,0,0.3253787878787879,0.525,0.16666666666666666,0.3402777777777778,0.175,0.25
Dmitry Sosnovskiy,0.6919191919191919,0.69,0.746031746031746,0.75,0.75,2.0,1.0,255,0.65,0.65,0.5,0.5625,0.5833333333333333,0.9583333333333333
Dokonjonosuke Mishima,0.23849206349206348,0.2375,0.49425957184577873,0.2857142857142857,0.28500000000000003,2.0,0.0,200,0.14166666666666666,0.5,0.25,0.06944444444444445,0.3125,0.3333333333333333
Domingo Pilarte,0.30238095238095236,0.30142857142857143,0.6658223493774257,0.11904761904761904,0.11857142857142858,1.0,1.0,459,0.2,0.5,0.2857142857142857,0.2285714285714286,0.2857142857142857,0.14285714285714285
Dominic Waters,0.22615955473098331,0.22428571428571428,0.4310384232744481,0.5833333333333333,0.5828571428571429,0.0,0.0,813,0.19863945578231293,0.2857142857142857,0.0,0.11969625059326057,0.14285714285714285,0.14285714285714285
Dominick Cruz,0.39715293514231376,0.3931578947368421,0.43253832186761304,0.27092731829573935,0.2702631578947368,1.0,2.0,1358,0.30698709106286054,0.626928006204322,0.778172704488494,0.36106959277201417,0.4565789473684211,0.15384615384615385
Dominick Reyes,0.5126717473045466,0.508095238095238,0.5241269258546247,0.09523809523809523,0.09523809523809523,2.0,0.0,260,0.36222261355775287,0.7335263942406799,0.8598072562358277,0.4872987751921869,0.4945054945054945,0.16251602090111406
Dominique Steele,0.529915357211183,0.5276923076923077,0.6258248584793304,0.40384615384615385,0.40384615384615385,0.0,0.0,1263,0.49030289739011795,0.5673076923076923,0.24358974358974358,0.4016465560583207,0.5648891706584014,0.2517482517482517
Don Frye,0.5341764191552327,0.53,0.6695132501976182,0.4,0.4,3.0,2.0,0,0.4896853146853147,0.365,0.1,0.21513888888888885,0.27048160173160174,0.6442355889724312
Don Madge,0.5556442577030812,0.55,0.7259179933842603,0.16666666666666666,0.166,1.0,0.0,609,0.4432773109243698,0.7666666666666667,0.5333333333333333,0.39633986928104575,0.4333333333333333,0.7333333333333333
Don Shainis,0.6291438824333562,0.625,0.7575446920274507,0.25,0.25,2.0,2.0,147,0.314422084623323,0.8186813186813187,0.40625,0.5595411129568106,0.8125,0.45833333333333337
Don'Tale Mayes,0.44368409958351374,0.43920000000000003,0.5219754303734232,0.13,0.13,0.0,0.0,1177,0.33655604214117807,0.6942628482628482,0.6104285714285714,0.4191593419093078,0.46784615384615386,0.12
Donald Cerrone,0.483681035660668,0.48000000000000004,0.503060793052817,0.19753086419753085,0.19740740740740742,11.0,4.0,2318,0.3228006467360529,0.7163039202512886,0.8375914101060299,0.4557496836961322,0.45884105606327824,0.22042203338499633
Dong Hyun Kim,0.5222077527328008,0.518888888888889,0.642852278800426,0.45888888888888885,0.45755555555555555,8.0,2.0,5915,0.469918953457271,0.4514814814814815,0.36303350970017634,0.3080752419832233,0.5121604938271604,0.45498967916614974
Dong Hyun Ma,0.4436471452322759,0.43999999999999995,0.5259075792498661,0.25438596491228066,0.2542105263157895,0.0,1.0,801,0.31829313236359075,0.5333333333333333,0.5570175438596492,0.3717448772014826,0.31630211893369786,0.10354557722978776
Dongi Yang,0.5347562800742001,0.5307692307692308,0.5536617905558088,0.36153846153846153,0.36153846153846153,2.0,1.0,795,0.4637435350336796,0.7,0.8415750915750915,0.4853435051479474,0.6153846153846154,0.3896681749622926
Donnie Chappell,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Donny Walker,0.3814484126984127,0.3775,0.629250398724083,0.0,0.0,2.0,0.0,379,0.30015592515592515,0.325,0.5972222222222222,0.34570221445221444,0.25,0.41666666666666663
Dooho Choi,0.564149784708785,0.56,0.6043570901955052,0.12222222222222222,0.12200000000000001,3.0,1.0,486,0.4531120393576534,0.586111111111111,0.44672364672364673,0.48265049838693247,0.49166666666666664,0.40518518518518515
Dorian Price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Doug Evans,0.3261500754147813,0.32199999999999995,0.5072926492680712,0.5333333333333333,0.532,1.0,1.0,224,0.22979400188243346,0.5599999999999999,0.5333333333333333,0.24797146881104898,0.4966666666666667,0.1
Douglas Silva de Andrade,0.39154693596167267,0.38676470588235295,0.42603079370416663,0.16176470588235295,0.16176470588235295,2.0,1.0,574,0.2727455991291304,0.581595610272081,0.7470306654130184,0.3755980530334194,0.41736694677871145,0.13970588235294118
Drakkar Klose,0.5721016022998114,0.5682758620689655,0.6376495042054251,0.2610016420361248,0.2603448275862069,0.0,1.0,1911,0.4284247919686168,0.7478116091706355,0.7556513409961686,0.4931786819726966,0.7862435573957862,0.300648393751842
Drako Rodriguez,0.35778609831029184,0.35250000000000004,0.3812271062271062,0.25,0.25,0.0,0.0,74,0.2994405671873269,0.375,0.875,0.32752471751412426,0.8333333333333333,0.25
Drew Dober,0.4297096489915799,0.4251020408163266,0.47797681837783523,0.10289115646258504,0.1026530612244898,1.0,1.0,1747,0.34225595930285385,0.6547920899961716,0.6011904761904762,0.37605083632976294,0.49182141554590536,0.4084816827163766
Drew Fickett,0.43252328191584627,0.43066666666666664,0.5812021322726371,0.2611111111111111,0.26066666666666666,8.0,1.0,706,0.30599187156273316,0.5201208148576569,0.5902777777777778,0.23550573055948612,0.5841269841269842,0.3038675213675213
Drew McFedries,0.5032692052099946,0.5,0.5277777777777778,0.2,0.2,1.0,0.0,62,0.5048945262775051,0.4,0.29166666666666663,0.37459893048128345,0.45271739130434785,0.51
Dricus Du Plessis,0.5017834758218536,0.4972222222222222,0.5224081285538591,0.44074074074074077,0.44,4.0,1.0,777,0.395340371511933,0.7767195767195767,0.7919312169312169,0.4758968587338036,0.4559941520467836,0.3798361078848884
Duane Ludwig,0.46294153305327834,0.4593333333333333,0.49718885928167283,0.06666666666666667,0.06666666666666667,0.0,0.0,444,0.3903668278470775,0.5049557562488597,0.4849206349206349,0.34182079400604515,0.6251925851925851,0.21228070175438596
Duda Santana,0.3853599516031458,0.38,0.4046406338426712,0.5,0.5,0.0,0.0,155,0.4045124899274778,0.1111111111111111,0.4,0.38300570703868103,0.0,0.5
Dusko Todorovic,0.5692947999914684,0.5645454545454546,0.6208879728927642,0.16233766233766234,0.16181818181818183,0.0,0.0,725,0.4604503963681449,0.7810606060606061,0.606060606060606,0.43113693790670493,0.6457904164800716,0.27427466150870405
Dustin Hazelett,0.362887740361375,0.35933333333333334,0.40224056227077243,0.13333333333333333,0.13333333333333333,15.0,1.0,345,0.3085896777201125,0.5152380952380953,0.28888888888888886,0.3335941306848113,0.18095238095238095,0.24825396825396825
Dustin Jacoby,0.4423224298160389,0.436875,0.4746706679664744,0.04791666666666666,0.0478125,0.0,0.0,687,0.3535071262521163,0.6109589195526696,0.7538645382395383,0.43235410401400337,0.37395833333333334,0.11328125
Dustin Kimura,0.25681710145002695,0.25545454545454543,0.32096346014184013,0.09090909090909091,0.09090909090909091,7.0,1.0,211,0.19875494875494876,0.496969696969697,0.1590909090909091,0.15566936404947632,0.3106060606060606,0.28787878787878785
Dustin Neace,0.32,0.32,0.46311146752205296,0.0,0.0,1.0,0.0,55,0.20146520146520147,1.0,1.0,0.2833850931677019,0.0,1.0
Dustin Ortiz,0.4728498623283027,0.4683783783783783,0.6057685744681843,0.3537001287001287,0.3524324324324324,1.0,11.0,3673,0.35038884611521465,0.7123585123585123,0.4749678249678249,0.27430943840698047,0.5717269217269217,0.61109024266919
Dustin Pague,0.6226650152889335,0.6192307692307691,0.6542901090755168,0.3076923076923077,0.3076923076923077,10.0,2.0,787,0.522228819778729,0.5384615384615384,0.47115384615384615,0.4755578093306288,0.4807692307692308,0.6254578754578755
Dustin Poirier,0.5106996246033946,0.506578947368421,0.560007385233504,0.20234962406015036,0.20210526315789473,24.0,4.0,4194,0.45685495585764824,0.5408991228070176,0.6324760765550239,0.471757685013037,0.4659799225374168,0.2694411423816458
Dustin Stoltzfus,0.4221714591412452,0.4175,0.5422400548050853,0.359375,0.359375,4.0,2.0,1057,0.327211586404829,0.6736293859649123,0.7463541666666667,0.3758764960097589,0.4289434523809524,0.34765625
Dwayne Cason,0.25,0.25,0.3472222222222222,0.5,0.5,0.0,0.0,0,0.25,0.0,0.0,0.0,0.0,0.25
Dwight Grant,0.3480843475798164,0.34421052631578947,0.3727548965183236,0.21052631578947367,0.21052631578947367,0.0,0.0,134,0.2596184225400575,0.7580200501253133,0.7236386420596946,0.3316483821919493,0.37280701754385964,0.23963317384370014
Dylan Andrews,0.46067019400352727,0.4588888888888889,0.5252645502645502,0.2777777777777778,0.27555555555555555,1.0,0.0,347,0.32962773094352044,0.5333333333333333,0.36296296296296293,0.42482716512144925,0.4373219373219373,0.2740740740740741
Dylan Budka,0.25,0.25,0.375,0.5,0.5,0.0,0.0,353,0.0,0.5,0.0,0.25,0.0,0.0
Ebenezer Fontes Braga,0.5625,0.56,0.6538461538461539,1.0,1.0,1.0,0.0,0,0.5454545454545454,0.3333333333333333,1.0,1.0,0.5,0.5
Ed Herman,0.4867214696434559,0.4826666666666667,0.5980380566647447,0.2983333333333333,0.29783333333333334,17.0,6.0,4224,0.3860825178474826,0.6033901283901284,0.38722763347763345,0.3063413690301506,0.5460878527790293,0.42934155675383745
Eddie Alvarez,0.3989619481262763,0.39473684210526316,0.45188505552620784,0.1763157894736842,0.17578947368421052,1.0,0.0,1043,0.2804710292271868,0.6883541589220259,0.6710526315789473,0.36320690374259224,0.5401200369344414,0.23245614035087717
Eddie Gordon,0.3687467427505378,0.3655555555555556,0.5556911331034138,0.3333333333333333,0.3333333333333333,0.0,1.0,809,0.3653234446066333,0.2222222222222222,0.1111111111111111,0.2828426928599453,0.12962962962962962,0.3904761904761905
Eddie Mendez,0.3333333333333333,0.33,0.38461538461538464,0.0,0.0,0.0,0.0,22,0.3,0.0,1.0,0.3333333333333333,0.0,0.0
Eddie Ruiz,0.4444444444444444,0.44333333333333336,0.6897313213102687,0.13333333333333333,0.13333333333333333,0.0,2.0,285,0.0,0.16666666666666666,0.5,0.39999999999999997,0.3333333333333333,0.0
Eddie Sanchez,0.45030568924609793,0.44692307692307687,0.5928561763736816,0.16666666666666666,0.16615384615384615,0.0,1.0,832,0.4071767572141108,0.6213675213675214,0.36538461538461536,0.3193082223045415,0.5884532134532134,0.3617094017094017
Eddie Wineland,0.28842955308502893,0.2835294117647059,0.3083533253825965,0.06862745098039216,0.06852941176470588,0.0,0.0,290,0.23142259957524705,0.5551820728291317,0.4284313725490196,0.2736172856993952,0.22352941176470587,0.17208883553421367
Eddie Yagin,0.34174365579270155,0.33666666666666667,0.3974211494176536,0.0,0.0,2.0,0.0,103,0.31966825409569005,0.1488095238095238,0.5063492063492063,0.3242780460000216,0.16666666666666666,0.15043290043290045
Edgar Chairez,0.6171428571428571,0.616,0.6278571428571429,0.0,0.0,4.0,1.0,39,0.4585714285714285,0.5933333333333334,0.6984848484848485,0.6114285714285714,0.0,0.2
Edgar Garcia,0.3287749155753233,0.3233333333333333,0.34829578213566353,0.3055555555555555,0.305,1.0,0.0,215,0.29903891328309934,0.4388888888888889,0.4166666666666667,0.23595566650486557,0.48809523809523814,0.25256410256410255
Edilberto de Oliveira,0.313726106639839,0.31,0.313726106639839,0.0,0.0,0.0,0.0,19,0.1603578154425612,0.5,0.75,0.2869883954263214,0.25,0.0
Edimilson Souza,0.48337719379330457,0.47875,0.5139208408175582,0.0,0.0,0.0,0.0,130,0.46339013881217284,0.6678391053391053,0.0625,0.44134303196803193,0.2833333333333333,0.3993055555555556
Edmen Shahbazyan,0.5194517520499973,0.515,0.5443747880829626,0.19107142857142856,0.1905,3.0,1.0,1062,0.40691254376026675,0.6356162464985994,0.3875,0.44839904688318866,0.5444139194139195,0.3358459595959596
Ednaldo Oliveira,0.21925730519480519,0.215,0.2824835526315789,0.0,0.0,0.0,0.0,194,0.12310344827586207,0.375,0.25,0.0978860294117647,0.2833333333333333,0.15625
Edson Barboza,0.4483929205494369,0.4435802469135802,0.4578188296278977,0.08950617283950617,0.08950617283950617,2.0,0.0,1236,0.2809423640014745,0.6593348831555784,0.6706976743314568,0.43470202706951244,0.27983539094650206,0.15692981270323317
Eduarda Moura,0.5727885162367921,0.5700000000000001,0.5724130913266772,0.513888888888889,0.512,0.0,0.0,753,0.5132804232804233,0.7,0.4,0.34899470899470897,0.55,0.41507389162561575
Eduardo Garagorri,0.5100259955098665,0.5057142857142857,0.5464882943143813,0.14285714285714285,0.14285714285714285,0.0,0.0,142,0.459892488463917,0.7242063492063492,0.2571428571428572,0.48139247970075033,0.5785714285714285,0.4523809523809524
Edward Faaloloto,0.19767441860465115,0.195,0.22340425531914893,0.0,0.0,0.0,0.0,19,0.057692307692307696,0.4166666666666667,0.4090909090909091,0.16129032258064516,0.2916666666666667,0.0
Edwin DeWees,0.5403174603174603,0.5366666666666666,0.6675213675213675,0.6666666666666666,0.6666666666666666,3.0,0.0,116,0.393939393939394,0.8055555555555555,0.5,0.40740740740740744,0.5952380952380952,0.0
Edwin Figueroa,0.4409860143368389,0.4375,0.4927008660826469,0.0625,0.0625,3.0,5.0,833,0.3836699170394823,0.47023809523809523,0.4510416666666667,0.35774610097075266,0.23958333333333334,0.5075920046048723
Efrain Escudero,0.4609792976677518,0.45687500000000003,0.5997256371950899,0.2171875,0.2171875,8.0,1.0,2013,0.2985586140822211,0.45005749458874456,0.6928639069264069,0.3906207390474616,0.49851190476190477,0.26904761904761904
Eiji Mitsuoka,0.4821368385574654,0.48,0.50496632996633,0.16666666666666666,0.16666666666666666,1.0,0.0,96,0.46380739169710533,0.3333333333333333,0.3333333333333333,0.48619737750172537,0.0,0.3333333333333333
Elias Garcia,0.27891888812941446,0.274,0.36693934249112514,0.06666666666666667,0.066,2.0,1.0,28,0.2110503217290876,0.4,0.4666666666666667,0.2601029601029601,0.6,0.0
Elias Silverio,0.525173308733529,0.52,0.5698693577250992,0.3277777777777777,0.32733333333333337,1.0,0.0,1414,0.38524584074377677,0.692950937950938,0.6594372294372294,0.48885897498900593,0.5693650793650794,0.31591478696741854
Elias Theodorou,0.43669113022387007,0.4316129032258064,0.526791978754206,0.1295698924731183,0.1293548387096774,0.0,3.0,2034,0.30626429916584497,0.586154779228783,0.6184402819901672,0.360792329391918,0.6542675443779009,0.2185217475540056
Eliot Marshall,0.2957464836157711,0.29071428571428576,0.39433543373483176,0.14285714285714285,0.14285714285714285,4.0,0.0,219,0.23752557832388982,0.5416666666666666,0.5357142857142857,0.26539559907341254,0.26785714285714285,0.10317460317460317
Elise Reed,0.3861897542284371,0.38235294117647056,0.6160866383382736,0.058823529411764705,0.058823529411764705,0.0,1.0,466,0.2791619489019077,0.5489389695272048,0.5107843137254902,0.3361197781772191,0.5029411764705882,0.27450980392156865
Elizabeth Phillips,0.4239814928817984,0.4183333333333333,0.5262501765497059,0.14166666666666666,0.14166666666666666,1.0,3.0,1378,0.3315847735617138,0.46388888888888885,0.7083333333333334,0.36084563906037315,0.22420634920634921,0.30892857142857144
Elizeu Zaleski dos Santos,0.4072423786975226,0.40275,0.4371564934423847,0.14833333333333334,0.14825,6.0,2.0,1428,0.29992282097095,0.5520257520257521,0.8094246031746032,0.36023369656610116,0.5102085414585414,0.3205580693815988
Elves Brener,0.4885588701088935,0.48200000000000004,0.5576376883140407,0.09333333333333334,0.093,0.0,2.0,346,0.3573171670244841,0.7343498168498168,0.8072069597069597,0.4603683983179727,0.41666666666666663,0.355
Elvis Mutapcic,0.4421307260497251,0.43875,0.540148470220594,0.0,0.0,0.0,0.0,316,0.3183631389622906,0.6395833333333334,0.6666666666666666,0.34621734560242623,0.5069230769230769,0.22568181818181818
Elvis Sinosic,0.3713178517699794,0.36916666666666664,0.7032878198438244,0.0,0.0,4.0,0.0,74,0.15853174603174602,0.5,0.5638888888888889,0.29920935545935545,0.3888888888888889,0.06944444444444443
Emil Meek,0.39431350217640543,0.3908333333333333,0.5671049263906114,0.08333333333333333,0.08333333333333333,4.0,0.0,523,0.3424574774697793,0.540079365079365,0.4990079365079365,0.263909993062578,0.3849206349206349,0.6045304232804233
Emily Ducote,0.5170183794655374,0.512,0.5241395419585698,0.06666666666666667,0.06666666666666667,0.0,0.0,60,0.4051340490095379,0.7475239575239575,0.8990505611473354,0.5104493159973467,0.37380952380952387,0.06666666666666667
Emily Kagan,0.4022696078431373,0.4,0.5146578066399858,0.1,0.098,0.0,0.0,613,0.2863328941589811,0.5642857142857143,0.5261904761904762,0.3630667480667481,0.5271428571428571,0.0
Emily Whitmire,0.3818432622230091,0.3788888888888889,0.4880508265816489,0.3333333333333333,0.3333333333333333,1.0,2.0,719,0.30133636784994206,0.49537037037037035,0.7777777777777778,0.33771043771043774,0.3333333333333333,0.24814814814814815
Emmanuel Yarborough,0.2,0.2,0.4444444444444444,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333
Enrique Barzola,0.4421322558146089,0.4373333333333333,0.5088706083628893,0.43166666666666664,0.431,3.0,1.0,2677,0.3391103283082551,0.7241233766233767,0.7209788359788359,0.3740710722846561,0.48103174603174603,0.395142091024444
Enrique Marin,0.3769380716749138,0.37166666666666665,0.43416732368938254,0.38095238095238093,0.38000000000000006,2.0,2.0,655,0.2944058555823262,0.6666666666666666,0.5694444444444444,0.3403663003663004,0.4444444444444444,0.16666666666666666
Enson Inoue,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Schafer,0.37900782843315944,0.3764705882352941,0.5492657759690573,0.20658263305322128,0.20588235294117646,9.0,3.0,1139,0.32416463806089724,0.38235294117647056,0.21372549019607842,0.19527885330588934,0.42787114845938373,0.3771030993042378
Eric Shelton,0.41065483852431206,0.4072222222222222,0.512741744774337,0.3611111111111111,0.36000000000000004,1.0,1.0,1151,0.3671887671991452,0.5873015873015873,0.4222222222222222,0.33180583948656883,0.1388888888888889,0.5015524923419661
Eric Spicely,0.5027335155833833,0.49666666666666665,0.5902362203413919,0.19444444444444442,0.19416666666666668,3.0,0.0,528,0.48344290868508555,0.3611111111111111,0.3333333333333333,0.3301733010711339,0.44898504273504275,0.36944444444444446
Eric Wisely,0.5173178271004358,0.5125,0.7040436879018118,0.0,0.0,0.0,0.0,15,0.24525027402265254,0.625,0.9583333333333334,0.507469342251951,0.25,0.0
Erick Gonzalez,0.37989139621365786,0.3775,0.4257936507936508,0.29166666666666663,0.29000000000000004,0.0,0.0,197,0.34932659932659926,0.525,0.5416666666666666,0.36979166666666663,0.25,0.125
Erick Montano,0.5317475827540318,0.5285714285714286,0.6040061380831724,0.2857142857142857,0.2857142857142857,0.0,1.0,476,0.3514652014652015,0.24523809523809523,0.6961993888464476,0.4792517803360458,0.2698412698412698,0.23809523809523808
Erick Silva,0.4635263172496506,0.46,0.5389476928912009,0.1488095238095238,0.14857142857142858,10.0,1.0,998,0.3786253724824067,0.5526327838827839,0.49642857142857144,0.4117004057967374,0.4350198412698413,0.21964285714285717
Ericka Almeida,0.5154970760233918,0.5133333333333333,0.6540076550714848,0.16666666666666666,0.16666666666666666,0.0,0.0,213,0.488711392361647,0.5158730158730158,0.3333333333333333,0.6354166666666666,0.3993055555555555,0.03571428571428571
Erik Koch,0.4103302373064335,0.40545454545454546,0.4929536010658245,0.1590909090909091,0.15863636363636366,6.0,1.0,1236,0.342878529735845,0.6677489177489178,0.4848484848484848,0.31248213364892324,0.5457875457875457,0.23225108225108224
Erik Perez,0.42312372052834035,0.41850000000000004,0.5570021733811144,0.44666666666666666,0.446,1.0,3.0,1968,0.3162684300928909,0.5885347169170698,0.5988636363636364,0.3184531719173137,0.4138690476190476,0.5941452991452991
Erik Silva,0.5378787878787878,0.5325,0.5808823529411764,0.5,0.5,0.0,1.0,168,0.45357142857142857,0.6666666666666666,0.5,0.44807692307692304,0.5,0.125
Erin Blanchfield,0.48580695655025047,0.481875,0.5328742916827013,0.47916666666666663,0.47875,6.0,0.0,1638,0.41407788348034613,0.7282873376623377,0.8538690476190476,0.41920575306795366,0.44494047619047616,0.3673334219386851
Ernest Chavez,0.4104927515259681,0.40714285714285714,0.5270577555413621,0.2857142857142857,0.2857142857142857,0.0,0.0,427,0.31513331138907175,0.48333333333333334,0.7599567099567099,0.3810420113991543,0.619047619047619,0.14285714285714285
Ernesta Kareckaite,0.3058651981465855,0.3,0.41275142314990515,0.3333333333333333,0.3333333333333333,0.0,3.0,205,0.2708020050125313,0.5,0.7777777777777777,0.29276292335115867,0.3333333333333333,0.5497076023391813
Ernie Verdicia,0.4,0.4,0.6363636363636364,0.0,0.0,0.0,0.0,0,0.4,0.0,0.0,0.0,0.0,0.6666666666666666
Eryk Anders,0.4568154665710443,0.4525,0.5185861547488693,0.20178571428571426,0.20068181818181818,1.0,1.0,3480,0.36507149438743164,0.7238825568371022,0.29607438016528925,0.3690618206640746,0.6029970975993704,0.22850060961023527
Esteban Ribovics,0.5106414276457947,0.5071428571428571,0.5937406047938774,0.2857142857142857,0.2857142857142857,1.0,1.0,106,0.3950576920038059,0.6904761904761905,0.8571428571428571,0.48930168412880104,0.43197278911564624,0.37142857142857144
