EVENT,BOUT,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND,Win,win_loss_ratio
UFC 125: Resolution,Brandon Vera vs. Thiago Silva,Brandon Vera,0.0,19.0,1.24,27.0,0.0,0.0,0.0,0.0,0,5.0,7.0,7.0,12.0,7.0,0.0,0,0.6818181818181818
UFC 125: Resolution,Brandon Vera vs. Thiago Silva,Thiago Silva,0.0,51.0,1.52,145.0,3.0,3.0,1.0,0.0,0,36.0,12.0,3.0,7.0,7.0,37.0,3,0.76
UFC 125: Resolution,Chris Leben vs. Brian Stann,Brian Stann,3.0,30.0,0.6,48.0,0.0,0.0,1.0,0.0,0,22.0,7.0,1.0,10.0,12.0,8.0,1,0.6666666666666666
UFC 125: Resolution,Chris Leben vs. Brian Stann,Chris Leben,0.0,7.0,0.28,16.0,0.0,0.0,0.0,0.0,0,2.0,3.0,2.0,3.0,4.0,0.0,0,0.6666666666666666
UFC 125: Resolution,Clay Guida vs. Takanori Gomi,Clay Guida,0.0,12.0,0.39,16.0,3.0,0.65,2.0,0.0,0,10.0,2.0,0.0,11.0,0.0,1.0,2,0.6440677966101694
UFC 125: Resolution,Clay Guida vs. Takanori Gomi,Takanori Gomi,0.0,14.0,0.34,14.0,0.0,0.0,0.0,0.0,0,11.0,3.0,0.0,13.0,1.0,0.0,0,0.7142857142857143
UFC 125: Resolution,Daniel Roberts vs. Greg Soto,Daniel Roberts,0.0,3.0,0.23,8.0,1.0,0.5,2.0,0.0,0,3.0,0.0,0.0,3.0,0.0,0.0,0,0.6818181818181818
UFC 125: Resolution,Daniel Roberts vs. Greg Soto,Greg Soto,0.0,6.0,0.46,6.0,0.0,0.0,1.0,0.0,0,5.0,1.0,0.0,2.0,2.0,2.0,1,0.6923076923076923
UFC 125: Resolution,Dustin Poirier vs. Josh Grispi,Dustin Poirier,0.0,77.0,1.54,106.0,0.0,0.0,0.0,1.0,0,55.0,11.0,11.0,29.0,41.0,7.0,3,0.7837837837837838
UFC 125: Resolution,Dustin Poirier vs. Josh Grispi,Josh Grispi,0.0,16.0,1.18,35.0,2.0,0.5800000000000001,2.0,0.0,0,7.0,5.0,4.0,11.0,4.0,1.0,0,0.7368421052631579
UFC 125: Resolution,Frankie Edgar vs. Gray Maynard,Frankie Edgar,0.0,95.0,2.12,97.0,3.0,1.4,2.0,0.0,0,62.0,20.0,13.0,86.0,6.0,3.0,5,0.6764705882352942
UFC 125: Resolution,Frankie Edgar vs. Gray Maynard,Gray Maynard,3.0,71.0,1.62,93.0,3.0,1.0,1.0,0.0,0,62.0,8.0,1.0,56.0,7.0,8.0,0,0.65
UFC 125: Resolution,Jacob Volkmann vs. Antonio McKee,Antonio McKee,0.0,25.0,1.33,41.0,1.0,1.0,0.0,1.0,0,14.0,8.0,3.0,17.0,4.0,4.0,3,0.8285714285714286
UFC 125: Resolution,Jacob Volkmann vs. Antonio McKee,Jacob Volkmann,0.0,10.0,0.64,21.0,1.0,0.5,2.0,0.0,0,3.0,2.0,5.0,7.0,0.0,3.0,0,0.7307692307692307
UFC 125: Resolution,Jeremy Stephens vs. Marcus Davis,Jeremy Stephens,1.0,25.0,1.15,51.0,0.0,0.0,2.0,0.0,0,9.0,8.0,8.0,15.0,8.0,2.0,3,0.5957446808510638
UFC 125: Resolution,Jeremy Stephens vs. Marcus Davis,Marcus Davis,0.0,17.0,0.63,58.0,2.0,1.33,0.0,0.0,0,13.0,1.0,3.0,17.0,0.0,0.0,0,0.6666666666666666
UFC 125: Resolution,Mike Brown vs. Diego Nunes,Diego Nunes,0.0,65.0,1.77,75.0,0.0,0.0,0.0,0.0,0,27.0,25.0,13.0,41.0,23.0,1.0,0,0.7307692307692307
UFC 125: Resolution,Mike Brown vs. Diego Nunes,Mike Brown,0.0,68.0,1.7000000000000002,101.0,4.0,0.73,0.0,0.0,0,26.0,9.0,33.0,13.0,32.0,23.0,3,0.7428571428571429
UFC 125: Resolution,Nate Diaz vs. Dong Hyun Kim,Dong Hyun Kim,0.0,19.0,1.28,34.0,3.0,1.6600000000000001,0.0,1.0,0,9.0,1.0,9.0,13.0,1.0,5.0,0,0.8461538461538461
UFC 125: Resolution,Nate Diaz vs. Dong Hyun Kim,Nate Diaz,0.0,36.0,1.1199999999999999,81.0,1.0,1.0,1.0,1.0,0,22.0,10.0,4.0,16.0,19.0,1.0,3,0.6285714285714286
UFC 125: Resolution,Phil Baroni vs. Brad Tavares,Brad Tavares,1.0,22.0,0.7,25.0,0.0,0.0,0.0,0.0,0,15.0,4.0,3.0,8.0,8.0,6.0,1,0.6896551724137931
UFC 125: Resolution,Phil Baroni vs. Brad Tavares,Phil Baroni,1.0,11.0,0.68,23.0,0.0,0.0,1.0,0.0,0,6.0,4.0,1.0,2.0,2.0,7.0,0,0.45454545454545453
UFC 126: Silva vs Belfort,Anderson Silva vs. Vitor Belfort,Anderson Silva,1.0,6.0,0.6,6.0,0.0,0.0,0.0,0.0,0,4.0,0.0,2.0,3.0,1.0,2.0,1,0.7555555555555555
UFC 126: Silva vs Belfort,Anderson Silva vs. Vitor Belfort,Vitor Belfort,0.0,6.0,0.4,6.0,0.0,0.0,0.0,0.0,0,4.0,0.0,2.0,5.0,1.0,0.0,0,0.65
UFC 126: Silva vs Belfort,Chad Mendes vs. Michihiro Omigawa,Chad Mendes,0.0,56.0,1.35,67.0,4.0,1.1600000000000001,0.0,0.0,0,39.0,4.0,13.0,38.0,1.0,17.0,3,0.782608695652174
UFC 126: Silva vs Belfort,Chad Mendes vs. Michihiro Omigawa,Michihiro Omigawa,0.0,18.0,0.56,59.0,0.0,0.0,2.0,0.0,0,15.0,2.0,1.0,15.0,3.0,0.0,0,0.5483870967741935
UFC 126: Silva vs Belfort,Donald Cerrone vs. Paul Kelly,Donald Cerrone,0.0,37.0,1.0,62.0,3.0,1.6600000000000001,1.0,0.0,0,14.0,13.0,10.0,26.0,2.0,9.0,2,0.6792452830188679
UFC 126: Silva vs Belfort,Donald Cerrone vs. Paul Kelly,Paul Kelly,0.0,22.0,0.58,29.0,0.0,0.0,2.0,0.0,0,16.0,4.0,2.0,21.0,1.0,0.0,0,0.7368421052631579
UFC 126: Silva vs Belfort,Forrest Griffin vs. Rich Franklin,Forrest Griffin,0.0,50.0,1.0,126.0,5.0,2.5,0.0,0.0,0,28.0,12.0,10.0,33.0,3.0,14.0,3,0.7307692307692307
UFC 126: Silva vs Belfort,Forrest Griffin vs. Rich Franklin,Rich Franklin,0.0,33.0,1.61,40.0,1.0,0.5,0.0,0.0,0,21.0,10.0,2.0,30.0,3.0,0.0,0,0.8055555555555556
UFC 126: Silva vs Belfort,Jake Ellenberger vs. Carlos Eduardo Rocha,Carlos Eduardo Rocha,0.0,21.0,0.8,32.0,0.0,0.0,2.0,1.0,0,8.0,2.0,11.0,19.0,1.0,1.0,0,0.6923076923076923
UFC 126: Silva vs Belfort,Jake Ellenberger vs. Carlos Eduardo Rocha,Jake Ellenberger,0.0,25.0,1.06,41.0,3.0,2.0,0.0,0.0,0,16.0,6.0,3.0,17.0,6.0,2.0,3,0.6739130434782609
UFC 126: Silva vs Belfort,Jon Jones vs. Ryan Bader,Jon Jones,0.0,20.0,1.02,31.0,2.0,2.0,3.0,0.0,0,4.0,10.0,6.0,10.0,0.0,10.0,2,0.9642857142857143
UFC 126: Silva vs Belfort,Jon Jones vs. Ryan Bader,Ryan Bader,0.0,5.0,0.29,8.0,0.0,0.0,0.0,0.0,0,3.0,0.0,2.0,5.0,0.0,0.0,0,0.8214285714285714
UFC 126: Silva vs Belfort,Kyle Kingsbury vs. Ricardo Romero,Kyle Kingsbury,1.0,9.0,0.69,12.0,0.0,0.0,0.0,0.0,0,5.0,3.0,1.0,2.0,5.0,2.0,1,0.6470588235294118
UFC 126: Silva vs Belfort,Kyle Kingsbury vs. Ricardo Romero,Ricardo Romero,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.7857142857142857
UFC 126: Silva vs Belfort,Miguel Torres vs. Antonio Banuelos,Antonio Banuelos,0.0,10.0,0.21000000000000002,10.0,0.0,0.0,0.0,0.0,0,9.0,0.0,1.0,8.0,2.0,0.0,0,0.6451612903225806
UFC 126: Silva vs Belfort,Miguel Torres vs. Antonio Banuelos,Miguel Torres,0.0,73.0,1.18,73.0,0.0,0.0,0.0,0.0,0,61.0,5.0,7.0,72.0,1.0,0.0,3,0.8301886792452831
UFC 126: Silva vs Belfort,Mike Pierce vs. Kenny Robertson,Kenny Robertson,0.0,12.0,0.38,24.0,0.0,0.0,0.0,0.0,0,3.0,9.0,0.0,1.0,11.0,0.0,0,0.75
UFC 126: Silva vs Belfort,Mike Pierce vs. Kenny Robertson,Mike Pierce,1.0,19.0,1.1,33.0,2.0,0.5,1.0,0.0,0,15.0,3.0,1.0,6.0,4.0,9.0,2,0.7083333333333334
UFC 126: Silva vs Belfort,Norifumi Yamamoto vs. Demetrious Johnson,Demetrious Johnson,0.0,38.0,1.1,70.0,10.0,2.05,0.0,0.0,0,17.0,12.0,9.0,23.0,12.0,3.0,3,0.9
UFC 126: Silva vs Belfort,Norifumi Yamamoto vs. Demetrious Johnson,Norifumi Yamamoto,0.0,16.0,0.72,17.0,0.0,0.0,0.0,0.0,0,12.0,3.0,1.0,14.0,2.0,0.0,0,0.75
UFC 126: Silva vs Belfort,Paul Taylor vs. Gabe Ruediger,Gabe Ruediger,0.0,17.0,0.64,60.0,0.0,0.0,0.0,0.0,0,10.0,5.0,2.0,11.0,6.0,0.0,0,0.6923076923076923
UFC 126: Silva vs Belfort,Paul Taylor vs. Gabe Ruediger,Paul Taylor,1.0,37.0,1.2,47.0,0.0,0.0,0.0,0.0,0,31.0,3.0,3.0,25.0,11.0,1.0,2,0.6470588235294118
UFC 127: Penn vs Fitch,Alexander Gustafsson vs. James Te Huna,Alexander Gustafsson,0.0,4.0,0.44,17.0,1.0,0.5,2.0,0.0,0,4.0,0.0,0.0,0.0,0.0,4.0,0,0.6923076923076923
UFC 127: Penn vs Fitch,Alexander Gustafsson vs. James Te Huna,James Te Huna,0.0,6.0,1.0,34.0,1.0,0.25,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,6.0,1,0.64
UFC 127: Penn vs Fitch,BJ Penn vs. Jon Fitch,BJ Penn,0.0,12.0,1.24,48.0,2.0,1.5,1.0,0.0,0,9.0,1.0,2.0,1.0,8.0,3.0,0,0.5333333333333333
UFC 127: Penn vs Fitch,BJ Penn vs. Jon Fitch,Jon Fitch,0.0,47.0,1.83,231.0,4.0,1.33,0.0,2.0,0,29.0,9.0,9.0,5.0,16.0,26.0,3,0.8108108108108109
UFC 127: Penn vs Fitch,Brian Ebersole vs. Chris Lytle,Brian Ebersole,1.0,32.0,1.4900000000000002,73.0,4.0,1.49,1.0,0.0,0,17.0,9.0,6.0,15.0,8.0,9.0,3,0.7391304347826086
UFC 127: Penn vs Fitch,Brian Ebersole vs. Chris Lytle,Chris Lytle,0.0,24.0,1.1800000000000002,56.0,0.0,0.0,5.0,2.0,0,13.0,11.0,0.0,19.0,5.0,0.0,0,0.6326530612244898
UFC 127: Penn vs Fitch,Chris Camozzi vs. Kyle Noke,Chris Camozzi,0.0,4.0,0.57,4.0,0.0,0.0,0.0,0.0,0,0.0,2.0,2.0,4.0,0.0,0.0,0,0.6486486486486487
UFC 127: Penn vs Fitch,Chris Camozzi vs. Kyle Noke,Kyle Noke,0.0,4.0,0.4,4.0,1.0,1.0,1.0,0.0,0,2.0,1.0,1.0,3.0,0.0,1.0,1,0.6875
UFC 127: Penn vs Fitch,George Sotiropoulos vs. Dennis Siver,Dennis Siver,2.0,74.0,0.9500000000000001,79.0,0.0,0.0,0.0,0.0,0,40.0,12.0,22.0,67.0,4.0,3.0,3,0.6764705882352942
UFC 127: Penn vs Fitch,George Sotiropoulos vs. Dennis Siver,George Sotiropoulos,0.0,38.0,0.55,38.0,0.0,0.0,0.0,0.0,0,28.0,6.0,4.0,38.0,0.0,0.0,0,0.6666666666666666
UFC 127: Penn vs Fitch,Maciej Jewtuszko vs. Curt Warburton,Curt Warburton,0.0,18.0,0.9199999999999999,52.0,4.0,2.25,0.0,0.0,0,13.0,1.0,4.0,14.0,1.0,3.0,0,0.6842105263157895
UFC 127: Penn vs Fitch,Maciej Jewtuszko vs. Curt Warburton,Maciej Jewtuszko,0.0,30.0,1.15,45.0,0.0,0.0,0.0,0.0,0,19.0,9.0,2.0,26.0,4.0,0.0,3,0.8
UFC 127: Penn vs Fitch,Mark Hunt vs. Chris Tuchscherer,Chris Tuchscherer,0.0,9.0,0.45,22.0,1.0,0.5,0.0,0.0,0,8.0,1.0,0.0,7.0,1.0,1.0,0,0.84
UFC 127: Penn vs Fitch,Mark Hunt vs. Chris Tuchscherer,Mark Hunt,1.0,14.0,0.6599999999999999,24.0,0.0,0.0,0.0,0.0,0,14.0,0.0,0.0,13.0,1.0,0.0,2,0.48148148148148145
UFC 127: Penn vs Fitch,Michael Bisping vs. Jorge Rivera,Jorge Rivera,0.0,8.0,0.35,9.0,0.0,0.0,0.0,0.0,0,6.0,0.0,2.0,8.0,0.0,0.0,0,0.6896551724137931
UFC 127: Penn vs Fitch,Michael Bisping vs. Jorge Rivera,Michael Bisping,1.0,50.0,0.8800000000000001,57.0,3.0,0.6,0.0,0.0,0,40.0,5.0,5.0,28.0,15.0,7.0,2,0.7692307692307693
UFC 127: Penn vs Fitch,Nick Ring vs. Riki Fukuda,Nick Ring,0.0,41.0,0.88,46.0,0.0,0.0,0.0,0.0,0,13.0,6.0,22.0,36.0,5.0,0.0,3,0.7777777777777778
UFC 127: Penn vs Fitch,Nick Ring vs. Riki Fukuda,Riki Fukuda,0.0,28.0,1.05,65.0,6.0,1.99,0.0,0.0,0,20.0,4.0,4.0,19.0,8.0,1.0,0,0.7272727272727273
UFC 127: Penn vs Fitch,Ross Pearson vs. Spencer Fisher,Ross Pearson,0.0,59.0,0.87,69.0,3.0,0.75,0.0,0.0,0,38.0,10.0,11.0,50.0,8.0,1.0,3,0.5555555555555556
UFC 127: Penn vs Fitch,Ross Pearson vs. Spencer Fisher,Spencer Fisher,0.0,38.0,0.76,43.0,1.0,1.0,0.0,0.0,0,21.0,4.0,13.0,33.0,4.0,1.0,0,0.7272727272727273
UFC 127: Penn vs Fitch,Tom Blackledge vs. Anthony Perosh,Anthony Perosh,0.0,7.0,0.53,11.0,1.0,0.25,1.0,0.0,0,7.0,0.0,0.0,3.0,0.0,4.0,1,0.6
UFC 127: Penn vs Fitch,Tom Blackledge vs. Anthony Perosh,Tom Blackledge,0.0,8.0,0.61,8.0,0.0,0.0,0.0,0.0,0,6.0,1.0,1.0,4.0,0.0,4.0,0,0.5882352941176471
UFC 127: Penn vs Fitch,Zhang Tiequan vs. Jason Reinhardt,Jason Reinhardt,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,2.0,0.0,0.0,0,0.8695652173913043
UFC 127: Penn vs Fitch,Zhang Tiequan vs. Jason Reinhardt,Zhang Tiequan,0.0,4.0,0.36,4.0,0.0,0.0,1.0,0.0,0,4.0,0.0,0.0,4.0,0.0,0.0,1,0.7894736842105263
UFC 128: Shogun vs Jones,Constantinos Philippou vs. Nick Catone,Constantinos Philippou,0.0,23.0,0.99,44.0,0.0,0.0,0.0,0.0,0,13.0,8.0,2.0,15.0,6.0,2.0,0,0.7222222222222222
UFC 128: Shogun vs Jones,Constantinos Philippou vs. Nick Catone,Nick Catone,0.0,31.0,1.6600000000000001,79.0,3.0,1.58,0.0,0.0,0,22.0,4.0,5.0,11.0,9.0,11.0,3,0.7142857142857143
UFC 128: Shogun vs Jones,Dan Miller vs. Nate Marquardt,Dan Miller,0.0,10.0,0.97,36.0,2.0,1.25,2.0,0.0,0,7.0,2.0,1.0,8.0,2.0,0.0,0,0.6363636363636364
UFC 128: Shogun vs Jones,Dan Miller vs. Nate Marquardt,Nate Marquardt,0.0,47.0,1.8199999999999998,75.0,3.0,2.0,0.0,0.0,0,41.0,2.0,4.0,24.0,3.0,20.0,3,0.6481481481481481
UFC 128: Shogun vs Jones,Edson Barboza vs. Anthony Njokuani,Anthony Njokuani,0.0,72.0,1.14,78.0,1.0,1.0,0.0,0.0,0,34.0,16.0,22.0,66.0,2.0,4.0,3,0.5714285714285714
UFC 128: Shogun vs Jones,Edson Barboza vs. Anthony Njokuani,Edson Barboza,0.0,46.0,0.91,48.0,2.0,2.0,0.0,0.0,0,26.0,10.0,10.0,44.0,2.0,0.0,0,0.6857142857142857
UFC 128: Shogun vs Jones,Erik Koch vs. Raphael Assuncao,Erik Koch,1.0,4.0,0.22,5.0,0.0,0.0,0.0,0.0,0,2.0,1.0,1.0,4.0,0.0,0.0,0,0.7272727272727273
UFC 128: Shogun vs Jones,Erik Koch vs. Raphael Assuncao,Raphael Assuncao,0.0,9.0,0.45,9.0,0.0,0.0,0.0,0.0,0,3.0,3.0,3.0,9.0,0.0,0.0,1,0.7368421052631579
UFC 128: Shogun vs Jones,Jim Miller vs. Kamal Shalorus,Jim Miller,1.0,43.0,0.95,76.0,1.0,1.0,2.0,0.0,0,30.0,9.0,4.0,30.0,5.0,8.0,3,0.6792452830188679
UFC 128: Shogun vs Jones,Jim Miller vs. Kamal Shalorus,Kamal Shalorus,0.0,26.0,0.52,34.0,1.0,1.0,0.0,0.0,0,14.0,6.0,6.0,25.0,0.0,1.0,0,0.6428571428571429
UFC 128: Shogun vs Jones,Joseph Benavidez vs. Ian Loveland,Ian Loveland,0.0,45.0,1.49,50.0,0.0,0.0,0.0,0.0,0,32.0,11.0,2.0,39.0,4.0,2.0,0,0.6428571428571429
UFC 128: Shogun vs Jones,Joseph Benavidez vs. Ian Loveland,Joseph Benavidez,0.0,48.0,1.19,70.0,5.0,0.9,0.0,0.0,0,18.0,25.0,5.0,41.0,5.0,2.0,3,0.7777777777777778
UFC 128: Shogun vs Jones,Kurt Pellegrino vs. Gleison Tibau,Gleison Tibau,0.0,44.0,1.21,81.0,2.0,0.5,0.0,0.0,0,29.0,15.0,0.0,37.0,5.0,2.0,0,0.7021276595744681
UFC 128: Shogun vs Jones,Kurt Pellegrino vs. Gleison Tibau,Kurt Pellegrino,0.0,47.0,1.16,97.0,1.0,1.0,0.0,0.0,0,30.0,12.0,5.0,31.0,6.0,10.0,3,0.6956521739130435
UFC 128: Shogun vs Jones,Luiz Cane vs. Eliot Marshall,Eliot Marshall,0.0,2.0,0.28,2.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,2.0,0.0,0.0,0,0.7142857142857143
UFC 128: Shogun vs Jones,Luiz Cane vs. Eliot Marshall,Luiz Cane,1.0,29.0,0.46,33.0,0.0,0.0,0.0,0.0,0,27.0,0.0,2.0,5.0,0.0,24.0,1,0.7083333333333334
UFC 128: Shogun vs Jones,Mauricio Rua vs. Jon Jones,Jon Jones,1.0,75.0,1.99,102.0,3.0,3.0,0.0,0.0,0,50.0,15.0,10.0,26.0,10.0,39.0,3,0.9642857142857143
UFC 128: Shogun vs Jones,Mauricio Rua vs. Jon Jones,Mauricio Rua,0.0,9.0,0.61,11.0,0.0,0.0,0.0,0.0,0,6.0,2.0,1.0,8.0,1.0,0.0,0,0.6585365853658537
UFC 128: Shogun vs Jones,Mirko Filipovic vs. Brendan Schaub,Brendan Schaub,1.0,40.0,1.3,109.0,4.0,1.4900000000000002,0.0,0.0,0,23.0,16.0,1.0,3.0,22.0,15.0,3,0.6666666666666666
UFC 128: Shogun vs Jones,Mirko Filipovic vs. Brendan Schaub,Mirko Filipovic,0.0,21.0,1.58,52.0,0.0,0.0,0.0,0.0,0,12.0,8.0,1.0,5.0,15.0,1.0,0,0.7608695652173914
UFC 128: Shogun vs Jones,Ricardo Almeida vs. Mike Pyle,Mike Pyle,0.0,36.0,1.42,77.0,1.0,0.5,1.0,0.0,0,12.0,16.0,8.0,21.0,14.0,1.0,0,0.6585365853658537
UFC 128: Shogun vs Jones,Ricardo Almeida vs. Mike Pyle,Ricardo Almeida,0.0,48.0,1.67,66.0,1.0,0.16,0.0,0.0,0,13.0,20.0,15.0,33.0,8.0,7.0,3,0.7222222222222222
UFC 128: Shogun vs Jones,Urijah Faber vs. Eddie Wineland,Eddie Wineland,0.0,11.0,0.43,21.0,1.0,0.33,0.0,0.0,0,8.0,1.0,2.0,7.0,3.0,1.0,0,0.6
UFC 128: Shogun vs Jones,Urijah Faber vs. Eddie Wineland,Urijah Faber,0.0,49.0,1.3399999999999999,61.0,2.0,1.25,0.0,0.0,0,36.0,12.0,1.0,24.0,6.0,19.0,3,0.7608695652173914
UFC 129: St-Pierre vs Shields,Daniel Roberts vs. Claude Patrick,Claude Patrick,0.0,29.0,1.36,51.0,4.0,2.5,1.0,0.0,0,13.0,8.0,8.0,13.0,15.0,1.0,3,0.875
UFC 129: St-Pierre vs Shields,Daniel Roberts vs. Claude Patrick,Daniel Roberts,0.0,6.0,0.2,31.0,1.0,1.0,1.0,1.0,0,0.0,3.0,3.0,5.0,1.0,0.0,0,0.6818181818181818
UFC 129: St-Pierre vs Shields,Georges St-Pierre vs. Jake Shields,Georges St-Pierre,0.0,85.0,1.74,92.0,2.0,2.0,0.0,0.0,0,54.0,21.0,10.0,82.0,1.0,2.0,5,0.9285714285714286
UFC 129: St-Pierre vs Shields,Georges St-Pierre vs. Jake Shields,Jake Shields,0.0,78.0,0.96,96.0,0.0,0.0,0.0,0.0,0,34.0,27.0,17.0,78.0,0.0,0.0,0,0.775
UFC 129: St-Pierre vs Shields,Ivan Menjivar vs. Charlie Valencia,Charlie Valencia,0.0,5.0,0.5,5.0,0.0,0.0,0.0,0.0,0,1.0,3.0,1.0,2.0,3.0,0.0,0,0.631578947368421
UFC 129: St-Pierre vs Shields,Ivan Menjivar vs. Charlie Valencia,Ivan Menjivar,1.0,8.0,0.33,12.0,0.0,0.0,0.0,0.0,0,5.0,2.0,1.0,0.0,4.0,4.0,1,0.6756756756756757
UFC 129: St-Pierre vs Shields,Jake Ellenberger vs. Sean Pierson,Jake Ellenberger,1.0,9.0,0.47,9.0,1.0,1.0,0.0,0.0,0,6.0,1.0,2.0,7.0,1.0,1.0,1,0.6739130434782609
UFC 129: St-Pierre vs Shields,Jake Ellenberger vs. Sean Pierson,Sean Pierson,0.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,3.0,0.0,0.0,0,0.7
UFC 129: St-Pierre vs Shields,Jason MacDonald vs. Ryan Jensen,Jason MacDonald,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6097560975609756
UFC 129: St-Pierre vs Shields,Jason MacDonald vs. Ryan Jensen,Ryan Jensen,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7241379310344828
UFC 129: St-Pierre vs Shields,John Makdessi vs. Kyle Watson,John Makdessi,1.0,50.0,1.55,55.0,0.0,0.0,0.0,0.0,0,31.0,9.0,10.0,43.0,7.0,0.0,3,0.6666666666666666
UFC 129: St-Pierre vs Shields,John Makdessi vs. Kyle Watson,Kyle Watson,0.0,25.0,0.56,25.0,0.0,0.0,0.0,0.0,0,12.0,6.0,7.0,22.0,3.0,0.0,0,0.6190476190476191
UFC 129: St-Pierre vs Shields,Jose Aldo vs. Mark Hominick,Jose Aldo,1.0,94.0,2.12,131.0,5.0,2.5,1.0,0.0,0,72.0,4.0,18.0,66.0,0.0,28.0,5,0.7948717948717948
UFC 129: St-Pierre vs Shields,Jose Aldo vs. Mark Hominick,Mark Hominick,0.0,71.0,1.8499999999999999,147.0,1.0,1.0,0.0,0.0,0,50.0,17.0,4.0,50.0,1.0,20.0,0,0.625
UFC 129: St-Pierre vs Shields,Lyoto Machida vs. Randy Couture,Lyoto Machida,1.0,15.0,0.72,17.0,0.0,0.0,0.0,0.0,0,9.0,3.0,3.0,13.0,1.0,1.0,2,0.75
UFC 129: St-Pierre vs Shields,Lyoto Machida vs. Randy Couture,Randy Couture,0.0,5.0,0.53,5.0,0.0,0.0,0.0,0.0,0,4.0,1.0,0.0,5.0,0.0,0.0,0,0.6333333333333333
UFC 129: St-Pierre vs Shields,Mark Bocek vs. Benson Henderson,Benson Henderson,0.0,56.0,1.32,114.0,3.0,1.6600000000000001,0.0,0.0,0,26.0,19.0,11.0,13.0,30.0,13.0,3,0.7741935483870968
UFC 129: St-Pierre vs Shields,Mark Bocek vs. Benson Henderson,Mark Bocek,0.0,11.0,0.8999999999999999,36.0,4.0,1.1600000000000001,2.0,1.0,0,6.0,3.0,2.0,4.0,4.0,3.0,0,0.7058823529411765
UFC 129: St-Pierre vs Shields,Nate Diaz vs. Rory MacDonald,Nate Diaz,0.0,26.0,1.3599999999999999,72.0,0.0,0.0,0.0,0.0,0,10.0,6.0,10.0,8.0,18.0,0.0,0,0.6285714285714286
UFC 129: St-Pierre vs Shields,Nate Diaz vs. Rory MacDonald,Rory MacDonald,0.0,42.0,1.28,60.0,7.0,2.4,0.0,0.0,0,22.0,6.0,14.0,22.0,6.0,14.0,3,0.8260869565217391
UFC 129: St-Pierre vs Shields,Vladimir Matyushenko vs. Jason Brilz,Jason Brilz,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.7857142857142857
UFC 129: St-Pierre vs Shields,Vladimir Matyushenko vs. Jason Brilz,Vladimir Matyushenko,1.0,8.0,0.88,8.0,0.0,0.0,0.0,0.0,0,8.0,0.0,0.0,5.0,0.0,3.0,1,0.7714285714285715
UFC 129: St-Pierre vs Shields,Yves Jabouin vs. Pablo Garza,Pablo Garza,0.0,26.0,0.54,33.0,0.0,0.0,1.0,1.0,0,10.0,8.0,8.0,11.0,7.0,8.0,1,0.75
UFC 129: St-Pierre vs Shields,Yves Jabouin vs. Pablo Garza,Yves Jabouin,0.0,16.0,0.43,16.0,0.0,0.0,0.0,0.0,0,6.0,1.0,9.0,16.0,0.0,0.0,0,0.6451612903225806
UFC 12: Judgement Day,Jerry Bohlander vs. Nick Sanzo,Jerry Bohlander,0.0,2.0,0.5,3.0,1.0,1.0,1.0,0.0,0,2.0,0.0,0.0,0.0,2.0,0.0,1,0.7333333333333333
UFC 12: Judgement Day,Jerry Bohlander vs. Nick Sanzo,Nick Sanzo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5
UFC 12: Judgement Day,Jerry Bohlander vs. Rainy Martinez,Jerry Bohlander,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7333333333333333
UFC 12: Judgement Day,Jerry Bohlander vs. Rainy Martinez,Rainy Martinez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
UFC 12: Judgement Day,Mark Coleman vs. Dan Severn,Dan Severn,0.0,2.0,0.5,16.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,2.0,0.0,0.0,0,0.8416666666666667
UFC 12: Judgement Day,Mark Coleman vs. Dan Severn,Mark Coleman,0.0,4.0,0.33,12.0,0.0,0.0,2.0,0.0,0,4.0,0.0,0.0,2.0,0.0,2.0,1,0.6153846153846154
UFC 12: Judgement Day,Scott Ferrozzo vs. Jim Mullen,Jim Mullen,0.0,3.0,0.6,4.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,2.0,0.0,0,0.0
